ID,Name,Nickname,Description,Tagline,JSON Persona ID,Archetype,Archetype Strength,Secondary Archetype,Variant,Version,Source Type,Organization ID,Instant Read,Age,Gender,Race,Location,Education,Occupation,Income,Family/Marital Status,Religion,Politics,Dimensions - Attribution Orientation,Dimensions - Just World Belief,Dimensions - Authoritarianism,Dimensions - Institutional Trust Corporations,Dimensions - Institutional Trust Medical,Dimensions - Institutional Trust Legal,Dimensions - Institutional Trust Insurance,Dimensions - Litigation Attitude,Dimensions - Leadership Tendency,Dimensions - Cognitive Style,Dimensions - Damages Orientation,Life Experiences,Characteristic Phrases,Phrases You'll Hear,Speech Patterns,Voir Dire Responses,Deliberation Behavior,Archetype Deliberation Behavior,Leadership Level,Communication Style,Persuasion Susceptibility,Vocabulary Level,Sentence Style,Response Tendency,Engagement Style,Archetype Verdict Lean,Archetype What They Believe,Archetype How To Spot,Verdict Prediction - Liability Prob,Verdict Prediction - Damages,Verdict Prediction - Role,Strike or Keep - Plaintiff,Strike or Keep - Defense,Plaintiff Danger Level,Defense Danger Level,Cause Challenge,Strategy Guidance,Simulation Params,Case Type Modifiers,Regional Modifiers,Attributes,Legacy Signals,Persuasion Levers,Pitfalls,Signal Weights Count,Signal Weights Details,Is Active,Created,Updated
df750552-717d-4e88-b6a2-bc4458925d49,"Won't-Award-A-Dime Walt","Won't-Award-A-Dime Walt","Owned manufacturing business for 35 years. Sued multiple times, considers all frivolous. Active in tort reform advocacy. Believes lawsuits are fundamentally illegitimate form of legalized extortion. May refuse to find for ANY plaintiff on principle.","Lawsuits are destroying this country. I won't give a penny to a plaintiff, period.",MAVE_04,maverick,1,,,2,system,,"Anti-lawsuit absolutist. Will refuse to find for any plaintiff on principle.",70,male,white,"Tucson, AZ (suburban)","Bachelor's - Business","Retired Business Owner",85000,"Married 45 years, 3 kids","Catholic","Republican (tort reform activist)",,,,,,,,,,,,,,"Lawsuits are destroying this country; I won't be part of this lawsuit lottery; Trial lawyers are parasites; No matter what the evidence shows, I can't support this; These cases shouldn't even go to trial",,,,"May refuse to follow jury instructions. Will decide based on personal moral framework, not evidence or law. Can cause hung jury. Nearly impossible to persuade. May announce they won't participate in 'unjust' verdict.",,,,,,,,"UNPREDICTABLE","I answer to a higher authority than the judge. My conscience / God / principles come first. If the law is unjust, I won't enforce it.","Hesitation when asked if they can follow judge's instructions; Statements about conscience, God, or principles over law; History of civil disobedience or extreme activism; Extreme positions on either political end; References to 'jury nullification' or 'citizen's duty'",,,"Will announce refusal to vote for plaintiff. Will cause hung jury.","CHALLENGE FOR CAUSE. His statements explicitly admit he cannot be fair.","His statements make him challengeable. Don't expect to keep him.",,,,,,,,,,,,3,"Business Professional(POSITIVE:0.80); Bachelor's Degree(POSITIVE:0.70); Age 51+(POSITIVE:0.70)",true,2026-01-28T14:05:40.916Z,2026-01-29T16:46:29.546Z
5c84f2c5-fe11-45f3-a360-0b9d1bc151cb,"Auditor Adam","Auditor Adam","Nigerian immigrant, first generation. Career as auditor requires objective evaluation. Has uncovered corporate fraud AND frivolous claims. Trusts documentation over testimony. Professional training in skepticism applies to both sides equally.","I've seen corporate fraud AND exaggerated claims. The documents tell the truth.",SCALE_05,scale_balancer,1,,,2,system,,"Financial professional. Trusts documentation, skeptical of everyone.",38,male,Black,"Minneapolis, MN (suburban)","Master's - Accounting + CPA","Senior Auditor",115000,"Married, 2 kids","Catholic","Independent",,,,,,,,,,,,,,"I need to see the documentation; In my experience auditing companies...; The numbers tell a story; Let's verify that claim; I've seen misconduct and I've seen exaggeration",,,,"Will ask clarifying questions. Will weigh arguments from both sides. Can be persuaded by strong evidence. Often helps build consensus. Won't give sympathy verdicts but won't dismiss legitimate claims either.",,,,,,,,"NEUTRAL","Every case should be decided on its own merits. Both plaintiffs and defendants can be right or wrong. I'll wait to hear the evidence before forming an opinion.","Balanced answers acknowledging both perspectives; Phrases like 'I'd need to see the evidence' or 'it depends'; Moderate or Independent politics; Professions requiring objectivity (HR, auditing, research, mediation); Thoughtful, measured speaking style",0.5,"Based on documented evidence. Skeptical of unsupported numbers.","Document analyst. Will focus on paper trail.","KEEP if you have strong documentation.","KEEP if plaintiff's documents are weak.",3,3,,,,,,,,,,2,"Advanced Degree(POSITIVE:0.80); Age 31-50(POSITIVE:0.70)",true,2026-01-28T14:05:24.980Z,2026-01-29T16:46:29.482Z
062cc98d-152e-4b48-b709-584123826f31,"HR-Director Denise","HR-Director Denise","20 years mediating workplace disputes. Knows there are usually two sides to every story. Professional training in finding common ground. Naturally empathetic but professionally balanced. Will try to build consensus rather than take sides.","I've mediated hundreds of disputes. There's usually truth on both sides.",SCALE_04,scale_balancer,1,,,2,system,,"Professional mediator. Natural consensus builder.",49,female,Latina,"Albuquerque, NM (suburban)","Bachelor's - Psychology + HR certifications","HR Director",95000,"Married, 3 kids","Catholic","Democrat (moderate)",,,,,,,,,,,,,,"I've mediated hundreds of disputes; Usually both sides have legitimate points; Let's try to understand everyone's perspective; What would be fair to both parties?; Let me see if I can summarize where we agree",,,,"Will ask clarifying questions. Will weigh arguments from both sides. Can be persuaded by strong evidence. Often helps build consensus. Won't give sympathy verdicts but won't dismiss legitimate claims either.",,,,,,,,"NEUTRAL","Every case should be decided on its own merits. Both plaintiffs and defendants can be right or wrong. I'll wait to hear the evidence before forming an opinion.","Balanced answers acknowledging both perspectives; Phrases like 'I'd need to see the evidence' or 'it depends'; Moderate or Independent politics; Professions requiring objectivity (HR, auditing, research, mediation); Thoughtful, measured speaking style",0.5,"Compromise-oriented. Will seek middle ground.","Natural facilitator. May emerge as unofficial leader.","KEEP. Fair and can help build consensus for you.","KEEP. Fair and won't let emotions run away.",3,3,,,,,,,,,,2,"Bachelor's Degree(POSITIVE:0.70); Age 31-50(POSITIVE:0.70)",true,2026-01-28T14:05:24.978Z,2026-01-29T16:46:29.518Z
25ec9611-c2d3-4072-b6df-16f72a03d506,"Just-The-Facts Fiona","Just-The-Facts Fiona","Engineering and business background. Career requires data-driven decisions. No strong political ideology. Prides herself on objectivity. Will analyze case like a business problem - systematically and without preconceptions.","What does the evidence actually show? Let's look at this objectively.",SCALE_01,scale_balancer,1,,,2,system,,"Data-driven professional. Will analyze, not emote.",47,female,Asian (Chinese-American),"San Jose, CA (suburban)","MS Engineering + MBA","Product Manager, Tech",185000,"Married, 2 kids","Buddhist (cultural)","Independent",,,,,,,,,,,,,,"What does the evidence actually show?; I'd need to see the data for that; I can see both sides of this; Let's be systematic about this; That's an interesting point, but what's the proof?",,,,"Will ask clarifying questions. Will weigh arguments from both sides. Can be persuaded by strong evidence. Often helps build consensus. Won't give sympathy verdicts but won't dismiss legitimate claims either.",,,,,,,,"NEUTRAL","Every case should be decided on its own merits. Both plaintiffs and defendants can be right or wrong. I'll wait to hear the evidence before forming an opinion.","Balanced answers acknowledging both perspectives; Phrases like 'I'd need to see the evidence' or 'it depends'; Moderate or Independent politics; Professions requiring objectivity (HR, auditing, research, mediation); Thoughtful, measured speaking style",0.5,"Evidence-based. Will calculate, not guess.","Voice of reason. Will push for fact-based discussion.","KEEP if you have strong evidence. She'll see it.","KEEP if plaintiff's case is weak. She won't give sympathy verdicts.",3,3,,,,,,,,,,3,"Technology Professional(POSITIVE:0.80); Business Professional(POSITIVE:0.80); Age 31-50(POSITIVE:0.70)",true,2026-01-28T14:05:24.974Z,2026-01-29T16:46:29.479Z
c4a12cc3-96be-482f-843e-634fd5b35e6a,"Librarian Linda","Librarian Linda","35 years helping people find accurate information. Trained in information literacy and source verification. Naturally skeptical of claims without evidence. No axe to grind. Values fairness and accuracy above all. Has slight liberal lean but genuinely tries to be fair.","What's the source for that claim? Let's verify before we decide.",SCALE_03,scale_balancer,1,,,2,system,,"Information professional. Values accuracy and source verification.",62,female,white,"Denver, CO (suburban)","MLS - Library Science","Retired Public Librarian",48000,"Widowed, 2 adult kids","Unitarian","Independent (lean liberal)",,,,,,,,,,,,,,"What's the source for that?; I'd like to look at this more carefully; Let's consider all the evidence; Both sides have made some good points; I want to make sure we're being fair",,,,"Will ask clarifying questions. Will weigh arguments from both sides. Can be persuaded by strong evidence. Often helps build consensus. Won't give sympathy verdicts but won't dismiss legitimate claims either.",,,,,,,,"NEUTRAL","Every case should be decided on its own merits. Both plaintiffs and defendants can be right or wrong. I'll wait to hear the evidence before forming an opinion.","Balanced answers acknowledging both perspectives; Phrases like 'I'd need to see the evidence' or 'it depends'; Moderate or Independent politics; Professions requiring objectivity (HR, auditing, research, mediation); Thoughtful, measured speaking style",0.5,"Carefully reasoned. Will research jury award norms if allowed.","Fact-checker. Will question unsupported claims from either side.","KEEP. Nearly perfect Scale-Balancer.","KEEP. She won't be swayed by emotion.",3,3,,,,,,,,,,1,"Age 51+(POSITIVE:0.70)",true,2026-01-28T14:05:24.976Z,2026-01-29T16:46:29.481Z
27692ca6-81c9-484d-8167-a36b2400a4fd,"Moderate Mike","Moderate Mike","Has voted for both parties over the years. Dislikes political extremes on both sides. Career in banking taught him to evaluate loan applications on their merits. Applies same approach to everything. Genuinely doesn't have preconceptions about lawsuits or corporations.","I vote for the person, not the party. I'll judge this case on its merits.",SCALE_02,scale_balancer,1,,,2,system,,"Political centrist. No team loyalty. Truly open-minded.",52,male,white,"Columbus, OH (suburban)","Bachelor's - Business","Bank Branch Manager",85000,"Married, 3 kids","Methodist","Independent (true swing voter)",,,,,,,,,,,,,,"I vote for the person, not the party; I don't like extremes on either side; Let's look at this case specifically; Both sides have made some good points; I'd want to understand both perspectives",,,,"Will ask clarifying questions. Will weigh arguments from both sides. Can be persuaded by strong evidence. Often helps build consensus. Won't give sympathy verdicts but won't dismiss legitimate claims either.",,,,,,,,"NEUTRAL","Every case should be decided on its own merits. Both plaintiffs and defendants can be right or wrong. I'll wait to hear the evidence before forming an opinion.","Balanced answers acknowledging both perspectives; Phrases like 'I'd need to see the evidence' or 'it depends'; Moderate or Independent politics; Professions requiring objectivity (HR, auditing, research, mediation); Thoughtful, measured speaking style",0.5,"Fair. Will try to be reasonable.","Mediating voice. Can bridge divided factions.","KEEP. No bias to overcome.","KEEP. No bias to overcome.",3,3,,,,,,,,,,3,"Business Professional(POSITIVE:0.80); Bachelor's Degree(POSITIVE:0.70); Age 51+(POSITIVE:0.70)",true,2026-01-28T14:05:24.975Z,2026-01-29T16:46:29.498Z
7b18b505-b3c3-4fe1-a515-3b350784f1c7,"Root-Cause Roger","Root-Cause Roger","Career in process engineering for petrochemical industry. Trained in root cause analysis - looking for what actually caused a failure, not who to blame. Understands that failures usually have multiple causes. Respects safety standards and procedures.","Let's trace this back. What actually caused this to happen?",SCALE_06,scale_balancer,1,,,2,system,,"Engineer mindset. Wants to understand the system, not assign blame emotionally.",47,male,South Asian,"Houston, TX (suburban)","MS Chemical Engineering","Process Engineer",145000,"Married, 3 kids","Hindu","Independent",,,,,,,,,,,,,,"Let's trace this back to root cause; What were the standards that applied?; Usually there are multiple contributing factors; Were procedures followed?; The process should tell us what happened",,,,"Will ask clarifying questions. Will weigh arguments from both sides. Can be persuaded by strong evidence. Often helps build consensus. Won't give sympathy verdicts but won't dismiss legitimate claims either.",,,,,,,,"NEUTRAL","Every case should be decided on its own merits. Both plaintiffs and defendants can be right or wrong. I'll wait to hear the evidence before forming an opinion.","Balanced answers acknowledging both perspectives; Phrases like 'I'd need to see the evidence' or 'it depends'; Moderate or Independent politics; Professions requiring objectivity (HR, auditing, research, mediation); Thoughtful, measured speaking style",0.5,"Based on documented harm. Engineering precision.","Systems thinker. Will trace causation carefully.","KEEP if defendant violated clear procedures.","KEEP if causation is murky or plaintiff contributed.",3,3,,,,,,,,,,2,"Technology Professional(POSITIVE:0.80); Age 31-50(POSITIVE:0.70)",true,2026-01-28T14:05:24.982Z,2026-01-29T16:46:29.520Z
e0b32a72-e285-4c70-bdf0-68b19dc346a8,"Botched-Surgery Barbara","Botched-Surgery Barbara","Surgical error 10 years ago caused permanent nerve damage. Sued hospital and surgeon, won modest settlement after 4-year battle. Still has chronic pain. Experience gave her authority on what medical injury victims go through. KNOWS the system can work.","I know what it's like to have a doctor's mistake change your life. I still live with the pain.",SCAR_01,scarred,1,,,2,system,,"Medical injury survivor who sued and won. DEVASTATING in med mal cases for defense.",48,female,Black,"Chicago, IL (urban)","Bachelor's - Nursing","School Nurse",62000,"Married, 2 kids","Baptist","Democrat",,,,,,,,,,,,,,"I know what it's like to have your life changed by someone's mistake; The system didn't make it easy, but justice was possible; They'll say anything to avoid responsibility; I still live with pain every day; Doctors aren't gods - they make mistakes",,,,"Will project their experience onto the case. Will share personal story with high credibility. Nearly impossible to move from their position. Their verdict is set by their life, not the evidence.",,,,,,,,"DEPENDS ON THEIR EXPERIENCE","I've been through something similar. I know what this is really about. My experience tells me everything I need to know.","Mentions personal injury, lawsuit, or similar experience; Strong emotional reaction to case facts; Detailed knowledge of recovery or legal process; Phrases like 'I've been through this' or 'I know what that's like'",0.8,"High. Knows what injuries really cost.","Credible advocate. Her experience silences Bootstrappers.","KEEP. Especially in medical cases. She's your star witness.","CHALLENGE FOR CAUSE or STRIKE. Her experience makes fair evaluation impossible.",,,,,,,,,,,,4,"Healthcare Professional(POSITIVE:0.80); Education Professional(POSITIVE:0.80); Bachelor's Degree(POSITIVE:0.70); Age 31-50(POSITIVE:0.70)",true,2026-01-28T14:05:40.902Z,2026-01-29T16:46:29.536Z
1da03c58-43c6-4d3f-ae2d-3e6c004080cd,"Falsely-Accused Fred","Falsely-Accused Fred","Sued by homeowner for alleged defective work. Believes homeowner caused damage himself. Case dismissed but cost $45K in legal fees and months of stress. Deeply hostile to plaintiffs. Projects his experience onto all cases.","I was sued for something that wasn't my fault. I know how this game works.",SCAR_03,scarred,1,,,2,system,,"Was defendant in lawsuit. Traumatized. All plaintiffs are scammers to him.",54,male,white,"Dallas, TX (suburban)","Some college","General Contractor",110000,"Married, 2 kids","Baptist","Republican",,,,,,,,,,,,,,"I was sued once - completely frivolous; Do you know what it's like to be falsely accused?; Plaintiffs and their lawyers are vultures; I nearly lost my business over a lying customer; I know how this game works",,,,"Will project their experience onto the case. Will share personal story with high credibility. Nearly impossible to move from their position. Their verdict is set by their life, not the evidence.",,,,,,,,"DEPENDS ON THEIR EXPERIENCE","I've been through something similar. I know what this is really about. My experience tells me everything I need to know.","Mentions personal injury, lawsuit, or similar experience; Strong emotional reaction to case facts; Detailed knowledge of recovery or legal process; Phrases like 'I've been through this' or 'I know what that's like'",0.15,"Absolute minimum.","Passionate defense advocate. Projects his experience.","CHALLENGE FOR CAUSE. His trauma makes objectivity impossible.","KEEP. He'll fight for you from personal experience.",,,,,,,,,,,,1,"Age 51+(POSITIVE:0.70)",true,2026-01-28T14:05:40.904Z,2026-01-29T16:46:29.537Z
4bc3944b-d41c-4a65-a905-414e6a29403e,"Toughed-It-Out Tom","Toughed-It-Out Tom","Seriously injured at work 25 years ago. Refused to sue on principle - 'that's not who I am.' Worked 15 more years through chronic pain. Cognitive dissonance: NEEDS to believe suing is wrong to validate his life choice. If plaintiff deserves money, what does that say about him?","I was seriously injured too. I didn't sue. I got back to work. That's what real men do.",SCAR_02,scarred,1,,,2,system,,"Was injured, chose not to sue. MUST believe suing is wrong to validate his choice.",66,male,white,"Scranton, PA (rural)","High school","Retired Factory Worker",38000,"Married 43 years, 3 kids","Catholic","Democrat",,,,,,,,,,,,,,"I was hurt too. I didn't sue.; I got back to work. That's what you do.; We didn't sue people in my day; Money doesn't fix anything; I lived through it. So can they.",,,,"Will project their experience onto the case. Will share personal story with high credibility. Nearly impossible to move from their position. Their verdict is set by their life, not the evidence.",,,,,,,,"DEPENDS ON THEIR EXPERIENCE","I've been through something similar. I know what this is really about. My experience tells me everything I need to know.","Mentions personal injury, lawsuit, or similar experience; Strong emotional reaction to case facts; Detailed knowledge of recovery or legal process; Phrases like 'I've been through this' or 'I know what that's like'",0.25,"Minimal. His identity requires low damages.","Powerful defense voice. His suffering gives him authority.","CHALLENGE FOR CAUSE. His psychology prevents fair evaluation.","KEEP. His story is your closing argument.",,,,,,,,,,,,1,"Age 51+(POSITIVE:0.70)",true,2026-01-28T14:05:40.903Z,2026-01-29T16:46:29.444Z
e2148602-31b5-40cb-9e32-287093874404,"Widowed-And-Won Wanda","Widowed-And-Won Wanda","Husband killed when scaffolding collapsed due to defective equipment. Sued company and won substantial verdict after 4-year fight. Experience made her believer in corporate accountability. Money didn't bring him back, but forced company to change.","My husband died because a company cut corners. I sued and won. Justice is possible.",,scarred,1,,,2,system,,"Lost spouse to corporate negligence, sued successfully. Maximum credibility.",61,female,white,"Jacksonville, FL (suburban)","Bachelor's - Education","Retired Teacher",42000,"Widowed, 2 adult kids","Methodist","Democrat",,,,,,,,,,,,,,"My husband died because someone wanted to save money; No amount of money brings them back, but it forces companies to change; I know what it's like to fight a big corporation; These families deserve justice; It took four years, but it was worth it",,,,"Will project their experience onto the case. Will share personal story with high credibility. Nearly impossible to move from their position. Their verdict is set by their life, not the evidence.",,,,,,,,"DEPENDS ON THEIR EXPERIENCE","I've been through something similar. I know what this is really about. My experience tells me everything I need to know.","Mentions personal injury, lawsuit, or similar experience; Strong emotional reaction to case facts; Detailed knowledge of recovery or legal process; Phrases like 'I've been through this' or 'I know what that's like'",0.9,"Maximum. Justice requires it.","Unassailable moral authority. Who argues with a widow?","KEEP. Especially in wrongful death - she's your most powerful voice.","CHALLENGE FOR CAUSE or STRIKE. You cannot overcome her story.",,,,,,,,,,,,3,"Education Professional(POSITIVE:0.80); Bachelor's Degree(POSITIVE:0.70); Age 51+(POSITIVE:0.70)",true,2026-01-28T14:05:40.907Z,2026-01-28T16:18:28.527Z
6e883019-061c-42a6-a7a3-5977354d644a,"Wish-I-Had-Sued Wendy","Wish-I-Had-Sued Wendy","Seriously injured in car accident 5 years ago. Couldn't afford a lawyer, didn't understand her rights. Now regrets not suing - still has medical bills. Projects her situation onto plaintiffs. Wants to give them the justice she missed.","I was hurt badly and couldn't afford a lawyer. I want to give them the justice I never got.",SCAR_04,scarred,1,,,2,system,,"Was injured, couldn't sue. Vicarious justice seeker.",39,female,white,"Nashville, TN (suburban)","Bachelor's - Marketing","Marketing Coordinator",58000,"Divorced, 1 child","Baptist","Independent",,,,,,,,,,,,,,"I wish I had known I could sue; I don't want this person to go through what I went through; I never got justice. Maybe they can.; The system didn't help me. We can help them.; I know how hard it is",,,,"Will project their experience onto the case. Will share personal story with high credibility. Nearly impossible to move from their position. Their verdict is set by their life, not the evidence.",,,,,,,,"DEPENDS ON THEIR EXPERIENCE","I've been through something similar. I know what this is really about. My experience tells me everything I need to know.","Mentions personal injury, lawsuit, or similar experience; Strong emotional reaction to case facts; Detailed knowledge of recovery or legal process; Phrases like 'I've been through this' or 'I know what that's like'",0.75,"High. Vicarious justice.","Empathetic advocate. Will identify with plaintiff.","KEEP. She wants to give plaintiff what she couldn't get.","STRIKE. She's already emotionally invested in plaintiff winning.",,,,,,,,,,,,2,"Bachelor's Degree(POSITIVE:0.70); Age 31-50(POSITIVE:0.70)",true,2026-01-28T14:05:40.905Z,2026-01-29T16:46:29.539Z
0f3bed8e-2a0b-4eb8-9c00-d9249d23d992,"Hidden-Grudge Grace","Hidden-Grudge Grace","Father died from environmental contamination at his workplace. Family couldn't afford to sue. Carries deep grudge against corporations. Presents as neutral sales manager. Doesn't mention father because she wants to be on jury and deliver justice.","[In voir dire] 'I don't have any personal experience with this.' [Hidden] Father died from corporate contamination.",TROJAN_03,trojan_horse,1,,,2,system,,"Hiding family tragedy that makes her hostile to corporations.",42,female,Latina,"Miami, FL (urban)","Bachelor's - Business","Sales Manager",85000,"Married, 2 kids","Catholic","Independent",,,,,,,,,,,,,,,,,,"Will seem reasonable early. Then reveals true position, which may be extreme. May be impossible to move once revealed. Can swing verdict unexpectedly.",,,,,,,,"HIDDEN (varies)","I have strong feelings about this, but if I share them, I won't be picked. So I'll say what they want to hear.","Answers that seem 'too perfect' or rehearsed; Evasive about relevant personal experiences; Inconsistencies between background and stated views; Seems eager to be on jury despite inconvenience; Occupation suggests strong views they're not expressing",0.9,"Maximum. Vicarious justice for father.","Will present as Scale-Balancer, then reveal as passionate plaintiff advocate.","KEEP if you detect her hidden experience.","DETECT through family history questions. STRIKE.",,,,,,,,,,,,3,"Business Professional(POSITIVE:0.80); Bachelor's Degree(POSITIVE:0.70); Age 31-50(POSITIVE:0.70)",true,2026-01-28T14:05:40.911Z,2026-01-29T16:46:29.448Z
b1bd886c-32ed-42d4-b94b-8c375625164e,"Stealth-Activist Adam","Stealth-Activist Adam","Former environmental nonprofit employee. Left after burnout. Still deeply committed to holding corporations accountable. Lists occupation as 'solar installer' not 'environmental activist.' Gives neutral answers in voir dire but will reveal true views in deliberation.","[In voir dire] 'I can be fair to both sides.' [In deliberation] 'Corporations should pay for what they do.'",TROJAN_01,trojan_horse,1,,,2,system,,"Presents as moderate but has hidden anti-corporate agenda.",38,male,white,"Austin, TX (urban)","Master's - Environmental Studies","Solar Panel Installer (former environmental nonprofit)",62000,"Married, 1 child","None","Progressive (hides it)",,,,,,,,,,,,,,,,,,"Will seem reasonable early. Then reveals true position, which may be extreme. May be impossible to move once revealed. Can swing verdict unexpectedly.",,,,,,,,"HIDDEN (varies)","I have strong feelings about this, but if I share them, I won't be picked. So I'll say what they want to hear.","Answers that seem 'too perfect' or rehearsed; Evasive about relevant personal experiences; Inconsistencies between background and stated views; Seems eager to be on jury despite inconvenience; Occupation suggests strong views they're not expressing",0.85,"Maximum including punitives.","Will seem moderate early, then advocate strongly for plaintiff.","KEEP if you detect him. Hidden ally.","DETECT and STRIKE. His background tells the truth.",,,,,,,,,,,,2,"Advanced Degree(POSITIVE:0.80); Age 31-50(POSITIVE:0.70)",true,2026-01-28T14:05:40.908Z,2026-01-29T16:46:29.447Z
f2650933-0431-49d7-a47e-ce12d356270e,"Tort-Reform Tony","Tort-Reform Tony","Owns insurance agency. His business profits from low verdicts. Active in tort reform advocacy but doesn't mention it. Gives measured answers in voir dire. Believes he CAN be fair - but his definition of 'fair' means finding for defense.","[In voir dire] 'I'd follow the evidence.' [In deliberation] 'This is exactly the frivolous lawsuit we hear about.'",TROJAN_02,trojan_horse,1,,,2,system,,"Presents as neutral but deeply hostile to lawsuits.",55,male,white,"Dallas, TX (suburban)","Bachelor's - Business","Insurance Agency Owner",145000,"Married, 3 kids","Baptist","Republican (tort reform advocate)",,,,,,,,,,,,,,,,,,"Will seem reasonable early. Then reveals true position, which may be extreme. May be impossible to move once revealed. Can swing verdict unexpectedly.",,,,,,,,"HIDDEN (varies)","I have strong feelings about this, but if I share them, I won't be picked. So I'll say what they want to hear.","Answers that seem 'too perfect' or rehearsed; Evasive about relevant personal experiences; Inconsistencies between background and stated views; Seems eager to be on jury despite inconvenience; Occupation suggests strong views they're not expressing",0.2,"Absolute minimum.","Will seem reasonable, then reveal deep suspicion of plaintiff.","DETECT and STRIKE. His livelihood depends on your client losing.","KEEP if you detect him. Hidden ally.",,,,,,,,,,,,3,"Business Professional(POSITIVE:0.80); Bachelor's Degree(POSITIVE:0.70); Age 51+(POSITIVE:0.70)",true,2026-01-28T14:05:40.910Z,2026-01-29T16:46:29.541Z
